Year;Country;Population;Type
1984;Oman;1.43812;State
1984;Qatar;0.32447;State
1984;Saudi Arabia;12.60694;State
1984;Syria;10.09494;State
1984;United Arab Emirates;1.28439;State
1984;Yemen;10.22927;State
1984;Africa;538.6777;Continent
1984;Algeria;21.34055;State
1984;Angola;7.44245;State
1984;Benin;3.90705;State
1984;Botswana;1.0434;State
1984;Burkina Faso;6.98504;State
1984;Burundi;4.81683;State
1984;Cameroon;9.86713;State
1984;Cape Verde;0.31249;State
1984;Central African Republic;2.62927;State
1984;Chad;5.02517;State
1984;Comoros;0.36603;State
1984;Congo (Brazzaville);1.88398;State
1984;Congo (Kinshasa);32.34098;State
1984;Cote dIvoire (IvoryCoast);9.96343;State
1984;Djibouti;0.37461;State
1984;Egypt;48.55016;State
1984;Equatorial Guinea;0.31464;State
1984;Ethiopia;44.5123;State
1984;Gabon;0.80526;State
1984;Gambia - The;0.764;State
1984;Ghana;12.83231;State
1984;Guinea;4.95358;State
1984;Guinea-Bissau;0.86478;State
1984;Kenya;19.05021;State
1984;Lesotho;1.51111;State
1984;Liberia;2.09577;State
1984;Libya;3.62917;State
1984;Madagascar;9.74054;State
1984;Malawi;7.10435;State
1984;Mali;7.36021;State
1984;Mauritania;1.68477;State
1984;Mauritius;1.01204;State
1984;Morocco;21.16079;State
1984;Mozambique;12.92282;State
1984;Niger;6.70405;State
1984;Nigeria;82.72429;State
1984;Reunion;0.54;State
1984;Rwanda;5.83374;State
1984;Saint Helena;0.00749;State
1984;Sao Tome and Principe;0.10212;State
1984;Senegal;6.2137;State
1984;Seychelles;0.0665;State
1984;Sierra Leone;3.62254;State
1984;Somalia;6.21774;State
1984;South Africa;34.35109;State
1984;Sudan;22.40189;State
1984;Swaziland;0.69634;State
1984;Tanzania;20.98409;State
1984;Togo;3.02179;State
1984;Tunisia;7.18453;State
1984;Uganda;13.91951;State
1984;Western Sahara;0.1724;State
1984;Zambia;6.50548;State
1984;Zimbabwe;8.24121;State
1984;Asia & Oceania;2655.88059;Region
1984;Afghanistan;12.75384;State
1984;American Samoa;0.03709;State
1984;Australia;15.51048;State
1984;Bangladesh;100.27995;State
1984;Bhutan;0.51189;State
1984;Brunei;0.21122;State
1984;Burma (Myanmar);36.03536;State
1984;Cambodia;7.69058;State
1984;China;1042.75605;State
1984;Cook Islands;0.01774;State
1984;Fiji;0.68557;State
1984;French Polynesia;0.17028;State
1984;Guam;0.1173;State
1984;Hong Kong;5.3979;State
1984;India;744.01697;State
1984;Indonesia;163.61264;State
1984;Japan;120.0347;State
1984;Kiribati;0.06115;State
1984;Korea - North;18.196;State
1984;Korea - South;40.406;State
1984;Laos;3.57671;State
1984;Macau;0.29898;State
1984;Malaysia;15.19792;State
1984;Maldives;0.1721;State
1984;Mongolia;1.85569;State
1984;Nauru;0.00833;State
1984;Nepal;16.15506;State
1984;New Caledonia;0.14966;State
1984;New Zealand;3.29609;State
1984;Niue;0.002;State
1984;Pakistan;99.35434;State
1984;Papua New Guinea;3.1469;State
1984;Philippines;56.25788;State
1984;Samoa;0.16066;State
1984;Singapore;2.7433;State
1984;Solomon Islands;0.26401;State
1984;Sri Lanka;15.97692;State
1984;Taiwan;19.08335;State
1984;Thailand;50.53378;State
1984;Tonga;0.09288;State
1984;U.S. Pacific Islands;0.15825;State
1984;Vanuatu;0.13103;State
1984;Vietnam;58.76204;State
1984;World;4775.05313;World
1985;North America;340.74811;Region
1985;Bermuda;0.05618;State
1985;Canada;25.9416;State
1985;Greenland;0.05315;State
1985;Mexico;76.76723;State
1985;Saint Pierre and Miquelon;0.00616;State
1985;United States;237.9238;State
1985;Central & South America;325.22704;Region
1985;Antigua and Barbuda;0.0644;State
1985;Argentina;30.67176;State
1985;Bahamas - The;0.2282;State
1985;Barbados;0.25725;State
1985;Belize;0.16556;State
1985;Bolivia;5.93494;State
1985;Brazil;137.38198;State
1985;Cayman Islands;0.02085;State
1985;Chile;12.0678;State
1985;Colombia;29.74762;State
1985;Costa Rica;2.64431;State
1985;Cuba;10.06563;State
1985;Dominica;0.07311;State
1985;Dominican Republic;6.37855;State
1985;Ecuador;9.06166;State
1985;El Salvador;4.67105;State
1985;Falkland Islands (Islas Malvinas);0.002;State
1985;French Guiana;0.09;State
1985;Grenada;0.09306;State
1985;Guadeloupe;0.354;State
1985;Guatemala;7.58084;State
1985;Guyana;0.76225;State
1985;Haiti;6.11992;State
1985;Honduras;4.07731;State
1985;Jamaica;2.31818;State
1985;Martinique;0.353;State
1985;Montserrat;0.01132;State
1985;Netherlands Antilles;0.24443;State
1985;Nicaragua;3.19084;State
1985;Panama;2.16762;State
1985;Paraguay;3.63346;State
1985;Peru;19.43193;State
1985;Puerto Rico;3.38211;State
1985;Saint Kitts and Nevis;0.04293;State
1985;Saint Lucia;0.13101;State
1985;Saint Vincent/Grenadines;0.10385;State
1985;Suriname;0.38042;State
1985;Trinidad and Tobago;1.18903;State
1985;Turks and Caicos Islands;0.00932;State
1985;Uruguay;3.0121;State
1985;Venezuela;16.99751;State
1985;Virgin Islands -  U.S.;0.10076;State
1985;Virgin Islands - British;0.01318;State
1985;Europe;542.38088;Continent
1985;Albania;2.9567;State
1985;Austria;7.55978;State
1985;Belgium;9.8582;State
1985;Bulgaria;8.94357;State
1985;Cyprus;0.67922;State
1985;Denmark;5.11369;State
1985;Faroe Islands;0.04557;State
1985;Finland;4.90178;State
1985;France;55.31477;State
1985;Germany;70.97;State
1985;Gibraltar;0.02865;State
1985;Greece;9.92325;State
1985;Hungary;10.64871;State
1985;Iceland;0.2414;State
1985;Ireland;3.54;State
1985;Italy;56.7538;State
1985;Luxembourg;0.36717;State
1985;Malta;0.34704;State
1985;Netherlands;14.49138;State
1985;Norway;4.15242;State
1985;Poland;37.22579;State
1985;Portugal;9.89719;State
1985;Romania;22.5212;State
1985;Spain;38.53485;State
1985;Sweden;8.35634;State
1985;Switzerland;6.59065;State
1985;Turkey;50.99701;State
1985;United Kingdom;56.79629;State
1985;Eurasia;277.78052;Region
1985;Middle East;113.89203;Region
1985;Bahrain;0.42399;State
1985;Iran;48.61894;State
1985;Iraq;15.69362;State
1985;Israel;4.06847;State
1985;Jordan;2.63036;State
1985;Kuwait;1.73282;State
1985;Lebanon;3.17096;State
1985;Oman;1.49723;State
1985;Qatar;0.35603;State
1985;Saudi Arabia;13.33007;State
1985;Syria;10.46614;State
1985;United Arab Emirates;1.36348;State
1985;Yemen;10.53993;State
1985;Africa;553.7385;Continent
1985;Algeria;22.00845;State
1985;Angola;7.58471;State
1985;Benin;4.03048;State
1985;Botswana;1.07969;State
1985;Burkina Faso;7.17093;State
1985;Burundi;4.92176;State
1985;Cameroon;10.19137;State
1985;Cape Verde;0.31689;State
1985;Central African Republic;2.71415;State
1985;Chad;5.06604;State
1985;Comoros;0.3753;State
1985;Congo (Brazzaville);1.94177;State
1985;Congo (Kinshasa);33.34422;State
1985;Cote dIvoire (IvoryCoast);10.33168;State
1985;Djibouti;0.38222;State
1985;Egypt;50.05238;State
1985;Equatorial Guinea;0.32519;State
1985;Ethiopia;45.16862;State
1985;Gabon;0.83304;State
1985;Gambia - The;0.79055;State
1985;Ghana;13.22862;State
1985;Guinea;5.22674;State
1985;Guinea-Bissau;0.88506;State
1985;Kenya;19.76149;State
1985;Lesotho;1.55164;State
1985;Liberia;2.16175;State
1985;Libya;3.68003;State
1985;Madagascar;10.02863;State
1985;Malawi;7.33001;State
1985;Mali;7.5062;State
1985;Mauritania;1.72347;State
1985;Mauritius;1.02054;State
1985;Morocco;21.64379;State
1985;Mozambique;13.0626;State
1985;Niger;6.86921;State
1985;Nigeria;84.88938;State
1985;Reunion;0.55;State
1985;Rwanda;5.98659;State
1985;Saint Helena;0.00794;State
1985;Sao Tome and Principe;0.10419;State
1985;Senegal;6.37841;State
1985;Seychelles;0.06718;State
1985;Sierra Leone;3.70309;State
1985;Somalia;6.45854;State
1985;South Africa;35.45826;State
1985;Sudan;23.14525;State
1985;Swaziland;0.72157;State
1985;Tanzania;21.61843;State
1985;Togo;3.12943;State
1985;Tunisia;7.3637;State
1985;Uganda;14.39174;State
1985;Western Sahara;0.17933;State
1985;Zambia;6.71579;State
1985;Zimbabwe;8.56049;State
1985;Asia & Oceania;2702.75408;Region
1985;Afghanistan;13.09371;State
1985;American Samoa;0.03863;State
1985;Australia;15.69524;State
1985;Bangladesh;102.30835;State
1985;Bhutan;0.5292;State
1985;Brunei;0.21784;State
1985;Burma (Myanmar);36.76587;State
1985;Cambodia;7.84124;State
1985;China;1058.00772;State
1985;Cook Islands;0.01749;State
1985;Fiji;0.69894;State
1985;French Polynesia;0.17541;State
1985;Guam;0.12062;State
1985;Hong Kong;5.4562;State
1985;India;759.61221;State
1985;Indonesia;166.77028;State
1985;Japan;120.75434;State
1985;Kiribati;0.06203;State
1985;Korea - North;18.48142;State
1985;Korea - South;40.806;State
1985;Laos;3.65717;State
1985;Macau;0.30584;State
1985;Malaysia;15.64911;State
1985;Maldives;0.1773;State
1985;Mongolia;1.9077;State
1985;Nauru;0.00852;State
1985;Nepal;16.56998;State
1985;New Caledonia;0.15259;State
1985;New Zealand;3.32181;State
1985;Niue;0.002;State
1985;Pakistan;102.07865;State
1985;Papua New Guinea;3.22893;State
1985;Philippines;57.70569;State
1985;Samoa;0.16074;State
1985;Singapore;2.7499;State
1985;Solomon Islands;0.27293;State
1985;Sri Lanka;16.18811;State
1985;Taiwan;19.33736;State
1985;Thailand;51.34181;State
1985;Tonga;0.09335;State
1985;U.S. Pacific Islands;0.16406;State
1985;Vanuatu;0.13473;State
1985;Vietnam;60.09307;State
1985;World;4856.52116;World
1986;North America;344.89548;Region
1986;Bermuda;0.05651;State
1986;Canada;26.2038;State
1986;Greenland;0.05364;State
1986;Mexico;78.44243;State
1986;Saint Pierre and Miquelon;0.00621;State
1986;United States;240.13289;State
1986;Central & South America;331.82291;Region
1986;Antigua and Barbuda;0.0644;State
1986;Argentina;31.14499;State
1986;Bahamas - The;0.23143;State
1986;Barbados;0.25827;State
1986;Belize;0.17124;State
1986;Bolivia;6.04135;State
1986;Brazil;140.19628;State
1986;Cayman Islands;0.02144;State
1986;Chile;12.261;State
1986;Colombia;30.41039;State
1986;Costa Rica;2.72338;State
1986;Cuba;10.14438;State
1986;Dominica;0.07238;State
1986;Dominican Republic;6.51682;State
1986;Ecuador;9.30108;State
1986;El Salvador;4.75832;State
1986;Falkland Islands (Islas Malvinas);0.002;State
1986;French Guiana;0.09;State
1986;Grenada;0.09355;State
1986;Guadeloupe;0.358;State
1986;Guatemala;7.82;State
1986;Guyana;0.76338;State
1986;Haiti;6.25386;State
1986;Honduras;4.22692;State
1986;Jamaica;2.32255;State
1986;Martinique;0.357;State
1986;Montserrat;0.01121;State
1986;Netherlands Antilles;0.18433;State
1986;Nicaragua;3.26371;State
1986;Panama;2.21216;State
1986;Paraguay;3.7399;State
1986;Peru;19.85549;State
1986;Puerto Rico;3.4133;State
1986;Saint Kitts and Nevis;0.04273;State
1986;Saint Lucia;0.13271;State
1986;Saint Vincent/Grenadines;0.10476;State
1986;Suriname;0.38489;State
1986;Trinidad and Tobago;1.20833;State
1986;Turks and Caicos Islands;0.00973;State
1986;Uruguay;3.03081;State
1986;Venezuela;17.45016;State
1986;Virgin Islands -  U.S.;0.10084;State
1986;Virgin Islands - British;0.01363;State
1986;Europe;544.93264;Continent
1986;Albania;3.01544;State
1986;Austria;7.56824;State
1986;Belgium;9.8618;State
1986;Bulgaria;8.95877;State
1986;Cyprus;0.69043;State
1986;Denmark;5.12053;State
1986;Faroe Islands;0.04605;State
1986;Finland;4.91739;State
1986;France;55.5418;State
1986;Germany;71.01;State
1986;Gibraltar;0.02907;State
1986;Greece;9.95137;State
1986;Hungary;10.63056;State
1986;Iceland;0.243;State
1986;Ireland;3.5405;State
1986;Italy;56.7566;State
1986;Luxembourg;0.36902;State
1986;Malta;0.34663;State
1986;Netherlands;14.57188;State
1986;Norway;4.1666;State
1986;Poland;37.50428;State
1986;Portugal;9.90741;State
1986;Romania;22.59968;State
1986;Spain;38.70756;State
1986;Sweden;8.38407;State
1986;Switzerland;6.63043;State
1986;Turkey;52.12734;State
1986;United Kingdom;56.96793;State
1986;Eurasia;280.2583;Region
1986;Middle East;118.1603;Region
1986;Bahrain;0.43962;State
1986;Iran;50.46435;State
1986;Iraq;16.24734;State
1986;Israel;4.13968;State
1986;Jordan;2.7275;State
1986;Kuwait;1.81154;State
1986;Lebanon;3.22558;State
1986;Oman;1.55439;State
1986;Qatar;0.38726;State
1986;Saudi Arabia;13.9983;State
1986;Syria;10.84857;State
1986;United Arab Emirates;1.44657;State
1986;Yemen;10.86958;State
1986;Africa;569.05927;Continent
1986;Algeria;22.64254;State
1986;Angola;7.74863;State
1986;Benin;4.15785;State
1986;Botswana;1.11576;State
1986;Burkina Faso;7.3711;State
1986;Burundi;5.01886;State
1986;Cameroon;10.53015;State
1986;Cape Verde;0.32134;State
1986;Central African Republic;2.77536;State
1986;Chad;5.2142;State
1986;Comoros;0.38505;State
1986;Congo (Brazzaville);2.00214;State
1986;Congo (Kinshasa);34.37623;State
1986;Cote dIvoire (IvoryCoast);10.71206;State
1986;Djibouti;0.39651;State
1986;Egypt;51.59343;State
1986;Equatorial Guinea;0.33365;State
1986;Ethiopia;45.98822;State
1986;Gabon;0.85945;State
1986;Gambia - The;0.81876;State
1986;Ghana;13.78192;State
1986;Guinea;5.39433;State
1986;Guinea-Bissau;0.90593;State
1986;Kenya;20.47712;State
1986;Lesotho;1.5866;State
1986;Liberia;2.23038;State
1986;Libya;3.70454;State
1986;Madagascar;10.32739;State
1986;Malawi;7.60855;State
1986;Mali;7.65726;State
1986;Mauritania;1.76368;State
1986;Mauritius;1.02823;State
1986;Morocco;22.12744;State
1986;Mozambique;13.14302;State
1986;Niger;7.03981;State
1986;Nigeria;87.09224;State
1986;Reunion;0.56;State
1986;Rwanda;6.16171;State
1986;Saint Helena;0.00831;State
1986;Sao Tome and Principe;0.10635;State
1986;Senegal;6.54979;State
1986;Seychelles;0.06784;State
1986;Sierra Leone;3.78739;State
1986;Somalia;6.71493;State
1986;South Africa;36.34173;State
1986;Sudan;23.78422;State
1986;Swaziland;0.74942;State
1986;Tanzania;22.28417;State
1986;Togo;3.24072;State
1986;Tunisia;7.54708;State
1986;Uganda;14.91072;State
1986;Western Sahara;0.18648;State
1986;Zambia;6.95192;State
1986;Zimbabwe;8.87678;State
1986;Asia & Oceania;2751.06581;Region
1986;Afghanistan;13.08496;State
1986;American Samoa;0.04016;State
1986;Australia;15.90042;State
1986;Bangladesh;104.34543;State
1986;Bhutan;0.54681;State
1986;Brunei;0.22473;State
1986;Burma (Myanmar);37.51768;State
1986;Cambodia;8.10142;State
1986;China;1074.52256;State
1986;Cook Islands;0.01765;State
1986;Fiji;0.71299;State
1986;French Polynesia;0.18064;State
1986;Guam;0.12288;State
1986;Hong Kong;5.5246;State
1986;India;775.06324;State
1986;Indonesia;169.89552;State
1986;Japan;121.49191;State
1986;Kiribati;0.06377;State
1986;Korea - North;18.77246;State
1986;Korea - South;41.214;State
1986;Laos;3.76177;State
1986;Macau;0.3122;State
1986;Malaysia;16.11117;State
1986;Maldives;0.18461;State
1986;Mongolia;1.9608;State
1986;Nauru;0.00871;State
1986;Nepal;17.00221;State
1986;New Caledonia;0.15558;State
1986;New Zealand;3.33863;State
1986;Niue;0.002;State
1986;Pakistan;105.23962;State
1986;Papua New Guinea;3.31375;State
1986;Philippines;59.18595;State
1986;Samoa;0.16086;State
1986;Singapore;2.75007;State
1986;Solomon Islands;0.28212;State
1986;Sri Lanka;16.42379;State
1986;Taiwan;19.55558;State
1986;Thailand;52.12948;State
1986;Tonga;0.09374;State
1986;U.S. Pacific Islands;0.17104;State
1986;Vanuatu;0.13848;State
1986;Vietnam;61.43983;State
1986;World;4940.1947;World
1987;North America;349.07829;Region
1987;Bermuda;0.05683;State
1987;Canada;26.5497;State
1987;Greenland;0.0541;State
1987;Mexico;80.12249;State
1987;Saint Pierre and Miquelon;0.00625;State
1987;United States;242.28892;State
1987;Central & South America;338.59859;Region
1987;Antigua and Barbuda;0.06442;State
1987;Argentina;31.62462;State
1987;Bahamas - The;0.23448;State
1987;Barbados;0.25912;State
1987;Belize;0.17635;State
1987;Bolivia;6.15637;State
1987;Brazil;143.02654;State
1987;Cayman Islands;0.02207;State
1987;Chile;12.46452;State
1987;Colombia;31.0853;State
1987;Costa Rica;2.79934;State
1987;Cuba;10.21682;State
1987;Dominica;0.07182;State
1987;Dominican Republic;6.65696;State
1987;Ecuador;9.54516;State
1987;El Salvador;4.85014;State
1987;Falkland Islands (Islas Malvinas);0.002;State
1987;French Guiana;0.1;State
1987;Grenada;0.09406;State
1987;Guadeloupe;0.363;State
1987;Guatemala;8.15988;State
1987;Guyana;0.76496;State
1987;Haiti;6.38967;State
1987;Honduras;4.37326;State
1987;Jamaica;2.32587;State
1987;Martinique;0.361;State
1987;Montserrat;0.01109;State
1987;Netherlands Antilles;0.18567;State
1987;Nicaragua;3.34537;State
1987;Panama;2.25674;State
1987;Paraguay;3.84989;State
1987;Peru;20.28036;State
1987;Puerto Rico;3.44447;State
1987;Saint Kitts and Nevis;0.04248;State
1987;Saint Lucia;0.13418;State
1987;Saint Vincent/Grenadines;0.1055;State
1987;Suriname;0.38662;State
1987;Trinidad and Tobago;1.22499;State
1987;Turks and Caicos Islands;0.01016;State
1987;Uruguay;3.04899;State
1987;Venezuela;17.91018;State
1987;Virgin Islands -  U.S.;0.1009;State
1987;Virgin Islands - British;0.0141;State
1987;Europe;547.46078;Continent
1987;Albania;3.07532;State
1987;Austria;7.5789;State
1987;Belgium;9.8702;State
1987;Bulgaria;8.97196;State
1987;Cyprus;0.70162;State
1987;Denmark;5.12702;State
1987;Faroe Islands;0.04668;State
1987;Finland;4.93173;State
1987;France;55.78574;State
1987;Germany;71.09;State
1987;Gibraltar;0.02953;State
1987;Greece;9.97449;State
1987;Hungary;10.61274;State
1987;Iceland;0.24468;State
1987;Ireland;3.5399;State
1987;Italy;56.75266;State
1987;Luxembourg;0.37166;State
1987;Malta;0.34905;State
1987;Netherlands;14.66528;State
1987;Norway;4.18615;State
1987;Poland;37.74071;State
1987;Portugal;9.91529;State
1987;Romania;22.68637;State
1987;Spain;38.8807;State
1987;Sweden;8.4214;State
1987;Switzerland;6.67749;State
1987;Turkey;53.24267;State
1987;United Kingdom;57.14729;State
1987;Eurasia;282.67508;Region
1987;Middle East;122.16299;Region
1987;Bahrain;0.45471;State
1987;Iran;52.34019;State
1987;Iraq;16.54319;State
1987;Israel;4.21038;State
1987;Jordan;2.8239;State
1987;Kuwait;1.89154;State
1987;Lebanon;3.27798;State
1987;Oman;1.61167;State
1987;Qatar;0.39695;State
1987;Saudi Arabia;14.61975;State
1987;Syria;11.24297;State
1987;United Arab Emirates;1.53044;State
1987;Yemen;11.21934;State
1987;Africa;584.06285;Continent
1987;Algeria;23.25496;State
1987;Angola;7.8784;State
1987;Benin;4.28791;State
1987;Botswana;1.15201;State
1987;Burkina Faso;7.59181;State
1987;Burundi;5.14452;State
1987;Cameroon;10.8671;State
1987;Cape Verde;0.32587;State
1987;Central African Republic;2.84088;State
1987;Chad;5.39152;State
